Sample	Reads_sequenced	Reads_mapped	Unique_reads_mapped	Percent_mapped_reads	avg_quality	dinucleotide_repeats	mononucleotide_repeats	Ecoli_screen_result	Human_screen_result	Mouse_screen_result	Rat_screen_result	Unmapped_screen_result	Yeast_screen_result	Genome_coverage	Positive_chromosomes	Proportion_with_neighbours	sample_id	treatment	tube_contents	expt	filename
1np_f12f3	1771521	27209	25917	1.53	32.7241748757	0.0	0.0	0.192038041822	1.89193033795	2.33595480502	0.848422036619	96.04	0.440976244183	0.00262609665209	1	0.296089385475	f12f3	none	1np	differentiation-16	1np_f12f3
1np_f12f4	1513384	946467	650056	62.53	33.0141371919	0.0	0.0	0.103079500064	13.5866710277	79.1690206456	17.1805774434	12.37	2.55716452083	0.0634077638567	9	0.869273484498	f12f4	none	1np	differentiation-16	1np_f12f4
1np_f12f5	1201583	755168	583103	62.84	32.855427382	0.0	0.0	0.784963847721	9.97183717493	81.4185275436	18.1530379899	13.11	2.59457516079	0.0943047445791	11	0.907125077785	f12f5	none	1np	differentiation-16	1np_f12f5
1np_f12f6	1431395	917270	669215	64.08	33.0291233377	0.0	0.0	0.696380192287	10.196297057	84.3402482322	17.9787369306	9.81	2.30040198351	0.0769637041167	12	0.8989706443	f12f6	none	1np	differentiation-16	1np_f12f6
1np_f12g1	1266005	701168	472244	55.38	32.6912310773	0.0	0.0	0.143759305848	22.8443805514	70.0456949222	17.0036453253	13.38	3.57652615906	0.0650949209237	9	0.769213432499	f12g1	none	1np	differentiation-16	1np_f12g1
1np_f12g2	1151210	594612	409242	51.65	32.857548145	0.0	0.0	0.200135508417	21.9356856205	69.4751654766	16.9124928337	14.09	2.64032938969	0.0472403978756	8	0.806832298137	f12g2	none	1np	differentiation-16	1np_f12g2
1np_f12g3	1353051	377056	190251	27.86	33.0256353973	0.0	0.0	0.48320175484	41.2894347471	37.6814593314	10.839446646	25.22	2.32909453992	0.0104897156774	2	0.499300699301	f12g3	none	1np	differentiation-16	1np_f12g3
1np_f12g4	1375736	540842	349826	39.31	31.6638126792	0.0	0.0	0.1322926313	15.3897035627	47.4421728556	11.1339513774	39.95	1.45928948681	0.0235175024207	7	0.865876481597	f12g4	none	1np	differentiation-16	1np_f12g4
1np_f12g5	1133780	101294	57533	8.93	32.7388082344	0.0	0.0	3.90022411736	57.6078625414	16.5332634786	7.85380950995	26.89	2.60403023159	0.00506147120096	2	0.353623188406	f12g5	none	1np	differentiation-16	1np_f12g5
water-control_f12h2	1091902	24602	24198	2.25	31.7924520699	0.0	0.0	0.114845261122	10.7108317215	4.79730818827	2.77139748549	86.46	1.4960106383	0.00300754085854	1	0.356097560976	f12h2	none	water-control	differentiation-16	water-control_f12h2
water-control_f12h3	1476975	28238	27521	1.91	32.1083051507	0.0	0.0	0.223429645052	11.8905194739	3.97501650333	2.24038998629	85.44	1.16894327934	0.00070420468883	1	0.0833333333333	f12h3	none	water-control	differentiation-16	water-control_f12h3
1np_f13a1	632618	225296	155239	35.61	37.6157586411	0.0	0.0	1.24434496429	48.3141591661	47.0897313087	12.8389464799	7.25	0.40403273993	0.0606642997565	10	0.658524788392	f13a1	none	1np	differentiation-15	1np_f13a1
1np_f13a2	928879	429296	275166	46.21	36.2455863466	0.0	0.0	0.646261469445	10.0843918651	62.8152583593	14.822350764	28.78	0.451511011637	0.0688066664711	9	0.828144989339	f13a2	none	1np	differentiation-15	1np_f13a2
1np_f13a3	2626779	712171	426939	27.11	25.9174981984	0.0	0.0	0.4117588835	48.2510145501	64.3096110066	36.8375729981	16.59	20.1059091359	0.0748951028432	9	0.765523996082	f13a3	none	1np	differentiation-15	1np_f13a3
1np_f13a4	547566	232897	161466	42.53	37.4792390324	0.0	0.0	1.33955476012	17.0288730208	59.1002063663	13.655788301	25.59	0.493087641763	0.0513482585605	9	0.500285714286	f13a4	none	1np	differentiation-15	1np_f13a4
1np_f13a5	933618	622421	373312	66.66	36.8667367167	0.0	0.0	0.411621809208	4.23382432328	84.7458934218	20.8375106038	13.93	0.480064779826	0.0829347730407	10	0.828055899522	f13a5	none	1np	differentiation-15	1np_f13a5
1np_f13a6	1143348	91876	74715	8.03	37.2721586079	0.0	0.0	0.246293570391	3.29225233546	10.5030738592	2.59185499466	86.57	0.109677605565	0.0284909480356	4	0.459320288363	f13a6	none	1np	differentiation-15	1np_f13a6
1np_f13b1	929162	373109	245965	40.15	35.2626646376	0.0	0.0	0.606348253116	3.83568543505	50.2823490667	13.738727831	46.5	0.366133609709	0.0669141163698	7	0.746766060075	f13b1	none	1np	differentiation-15	1np_f13b1
1np_f13b2	808885	598850	383562	74.03	37.6006651131	0.0	0.0	0.6794512961	4.51681815035	93.7801030551	21.2350782803	5.24	0.591429221351	0.105219917256	11	0.822085889571	f13b2	none	1np	differentiation-15	1np_f13b2
1np_f13b3	1036114	438051	292939	42.27	27.0021879832	0.0	0.0	0.626375323322	30.6064934564	82.684438096	38.7918387832	14.0	19.7255144192	0.0580088612423	7	0.739504299444	f13b3	none	1np	differentiation-15	1np_f13b3
1np_f13b4	1013759	754802	433600	74.45	37.5693572141	0.0	0.0	0.835503472222	5.03176294192	93.877249053	22.6582228535	4.58	0.5859375	0.0833162172471	12	0.671597112168	f13b4	none	1np	differentiation-15	1np_f13b4
1np_f13b5	1108243	761518	401483	68.71	37.4971896958	0.0	0.0	0.772208436725	4.73052109181	91.7667493797	23.4799007444	6.75	0.567741935484	0.0481059828057	8	0.794754498323	f13b5	none	1np	differentiation-15	1np_f13b5
1np_f13b6	1186817	659982	377202	55.6	37.4928763238	0.0	0.0	0.809892620978	5.83304685446	69.0572485895	17.2342318659	27.62	0.541950617783	0.0518470702151	7	0.809847198642	f13b6	none	1np	differentiation-15	1np_f13b6
1np_f13c1	613421	374785	200028	61.09	37.3308021734	0.0	0.0	3.48797402115	4.75952932891	83.3484941851	18.8180404355	12.07	0.513512720444	0.0273612863472	5	0.786058981233	f13c1	none	1np	differentiation-15	1np_f13c1
1np_f13c2	1346086	422078	278473	31.35	35.24920696	0.0	0.0	0.312904409634	6.45220481718	43.4956444479	11.9550731076	51.55	0.876904950457	0.0671928640592	10	0.830131004367	f13c2	none	1np	differentiation-15	1np_f13c2
1np_f13c3	77453	27532	26887	35.54	29.7976579345	0.0	0.0	0.706234748815	23.2618491214	56.1114482331	22.2134713956	32.26	7.11011839438	0.00431325371908	1	0.149659863946	f13c3	none	1np	differentiation-15	1np_f13c3
1np_f13c4	1275666	901679	472986	70.68	37.4281128446	0.0	0.0	0.513609636295	4.929225815	91.7180446147	22.3410001121	7.08	0.554372305842	0.0615885684106	13	0.77251071939	f13c4	none	1np	differentiation-15	1np_f13c4
1np_f13c5	712107	454354	261300	63.8	37.4388287153	0.0	0.0	0.693993905436	4.77735181362	90.1700579967	19.8781087192	8.46	0.50034404797	0.0406678207799	8	0.779220779221	f13c5	none	1np	differentiation-15	1np_f13c5
1np_f13c6	732126	498118	272510	68.03	37.3648183509	0.0	0.0	2.07954871403	4.72894158141	87.8277081939	20.1137776078	9.45	0.59183478344	0.0330242657199	7	0.761439360284	f13c6	none	1np	differentiation-15	1np_f13c6
1np_f13d1	554770	375797	211291	67.73	37.4738720551	0.0	0.0	4.02435595163	4.47318898575	83.1292855443	18.9840150548	12.28	0.709480651511	0.0277133886916	4	0.841715193224	f13d1	none	1np	differentiation-15	1np_f13d1
1np_f13d2	651761	463577	296088	71.12	37.6126494221	0.0	0.0	0.988089228753	4.93507609361	93.0683392583	21.6552642602	5.32	0.733548851346	0.0791936856313	12	0.838088180808	f13d2	none	1np	differentiation-15	1np_f13d2
1np_f13d3	796237	339519	201252	42.64	26.465821106	0.0	0.0	1.10017080277	28.3522556013	78.6627147594	36.4864864865	17.19	15.0416959711	0.0394648044365	7	0.729739776952	f13d3	none	1np	differentiation-15	1np_f13d3
1np_f13d4	706816	499894	288085	70.72	37.5620925389	0.0	0.0	1.08047616218	4.5496860578	92.764474023	20.622140353	5.56	0.513993701349	0.0609137055838	9	0.619701348748	f13d4	none	1np	differentiation-15	1np_f13d4
1np_f13d5	3111828	8411	8336	0.27	32.762931306	0.0	0.0	0.00498097268435	2.85808212628	2.56121615429	4.31053376103	93.11	0.32774800263	0.000205393034242	1	0.0	f13d5	none	1np	differentiation-15	1np_f13d5
1np_f13d6	578412	389664	202673	67.36	37.3743594531	0.0	0.0	1.95431630049	5.27167486152	88.5770004772	20.2101616149	8.71	0.68774506753	0.0290191015522	9	0.664812942366	f13d6	none	1np	differentiation-15	1np_f13d6
1np_f13e1	915954	96534	75243	10.53	32.4864370918	0.0	0.0	0.165073251255	2.54586186906	14.5844182642	7.91565542924	79.6	0.164090672379	0.0417828115372	8	0.603230337079	f13e1	none	1np	differentiation-15	1np_f13e1
1np_f13e2	400075	259754	161975	64.92	37.4076235706	0.0	0.0	0.979813835371	4.12321658885	87.3224087423	19.7352503024	11.16	0.496905587938	0.0476951967372	6	0.549984620117	f13e2	none	1np	differentiation-15	1np_f13e2
1np_f13e3	1656205	20074	18085	1.21	31.2233847863	0.0	0.0	0.143701757267	4.59742979143	5.73062079159	6.14838232879	90.86	2.16476432912	0.00355036530618	1	0.181818181818	f13e3	none	1np	differentiation-15	1np_f13e3
1np_f13e4	1033816	198395	126889	19.19	33.6921986117	0.0	0.0	0.599717552379	2.11642258807	30.5178851251	8.78199299685	66.45	0.210868429707	0.035635691441	7	0.780156442981	f13e4	none	1np	differentiation-15	1np_f13e4
1np_f13e5	2270708	38651	31197	1.7	31.9963650104	0.0	0.0	0.0577349661187	0.837663455792	2.58794453392	3.3800277533	94.17	0.0597607544036	0.017003609049	2	0.377911993097	f13e5	none	1np	differentiation-15	1np_f13e5
1np_f13e6	921065	589317	350797	63.98	37.4121381227	0.0	0.0	0.693759099481	4.31107767171	88.5529748586	20.4180142856	10.41	0.655651205284	0.0765235761861	12	0.758052147239	f13e6	none	1np	differentiation-15	1np_f13e6
1np_f13f1	720997	524748	332333	72.78	37.6981651796	0.0	0.0	1.08349514563	4.53786407767	94.5941747573	21.2475728155	3.97	0.54854368932	0.0701857339867	9	0.873954849498	f13f1	none	1np	differentiation-15	1np_f13f1
1np_f13f2	625242	452895	287718	72.43	37.5194900535	0.0	0.0	1.26670953007	8.49271162206	87.9307532124	20.3191724164	6.42	0.654466590536	0.0765529180482	11	0.787466462246	f13f2	none	1np	differentiation-15	1np_f13f2
1np_f13f3	50723	14216	14069	28.02	29.2806813477	0.0	0.0	0.65650691008	38.9271139325	51.7733572541	25.3139601364	26.44	11.9354139148	0.000205393034242	1	0.0	f13f3	none	1np	differentiation-15	1np_f13f3
1np_f13f4	1000486	469415	256989	46.91	37.662467041	0.0	0.0	0.896560685264	30.7239452668	64.4054413337	15.4284400644	7.83	0.415796259833	0.0430445116047	7	0.705180640763	f13f4	none	1np	differentiation-15	1np_f13f4
1np_f13f5	34478	7811	7560	22.65	32.6775625036	0.0	0.0	0.411856836243	9.27257961599	33.8853761819	13.1417135565	59.75	1.45890132838	0.000806901205951	1	0.0363636363636	f13f5	none	1np	differentiation-15	1np_f13f5
1np_f13f6	925094	627117	363065	67.78	37.5156448966	0.0	0.0	4.50048156904	4.4284894298	80.8763583652	19.0633238965	14.26	0.70824699141	0.0714474340542	11	0.759753593429	f13f6	none	1np	differentiation-15	1np_f13f6
1np_f13g1	802554	277624	170234	34.59	35.6360992531	0.0	0.0	1.70454545455	2.9625199362	46.8002392344	11.9467703349	49.44	0.452551834131	0.0506000410786	7	0.742244128733	f13g1	none	1np	differentiation-15	1np_f13g1
1np_f13g2	507387	33567	29988	6.61	37.7115416832	0.0	0.0	0.0739076450068	0.837619976744	9.11231991171	2.30887483001	90.46	0.177378348016	0.010210967988	1	0.192528735632	f13g2	none	1np	differentiation-15	1np_f13g2
1np_f13g3	1076344	136718	106735	12.7	29.430558446	0.0	0.0	0.155339805825	12.723556464	26.3852835973	16.366888094	69.14	6.78385283597	0.0402276928494	7	0.534646243618	f13g3	none	1np	differentiation-15	1np_f13g3
1np_f13g4	1188782	701458	416225	59.0	36.6792481717	0.0	0.0	0.980154644378	3.61577130398	78.371994428	17.3924454404	19.78	0.45323319807	0.0740441888442	9	0.838914206459	f13g4	none	1np	differentiation-15	1np_f13g4
1np_f13g5	898610	606449	362481	67.48	37.5558673952	0.0	0.0	1.12373054504	4.34068465437	92.9010676442	21.236704525	5.63	0.617951645534	0.0748217481881	9	0.789215686275	f13g5	none	1np	differentiation-15	1np_f13g5
1np_f14a1	653202	405574	253951	62.09	37.5097427748	0.0	0.0	0.800514386755	9.99303434603	84.5769704763	20.5529657611	8.7	0.534747896908	0.0530207446965	9	0.825124515772	f14a1	none	1np	differentiation-15	1np_f14a1
1np_f14a2	862188	469201	257817	54.41	37.4307772783	0.0	0.0	0.496873662564	5.13366527834	68.8900719214	15.9573690748	28.82	0.4947859581	0.0409025556762	7	0.68543758967	f14a2	none	1np	differentiation-15	1np_f14a2
1np_f14a3	1306623	721640	459215	55.22	37.189134892	0.0	0.0	0.343249427918	16.6013332007	71.6565515869	17.5077106756	15.7	0.715351706298	0.078093365805	9	0.562652639489	f14a3	none	1np	differentiation-15	1np_f14a3
1np_f14a4	496283	361752	211824	72.89	37.5154599291	0.0	0.0	0.0765689069789	5.66912157329	93.6276534652	22.0155757277	4.75	0.555124575597	0.0473577653238	6	0.614622057001	f14a4	none	1np	differentiation-15	1np_f14a4
1np_f14a5	904121	393217	214327	43.49	35.8297174825	0.0	0.0	0.286686973661	11.3181628143	57.7126759442	14.5125326007	33.37	0.432021342252	0.0351955635105	6	0.378491037932	f14a5	none	1np	differentiation-15	1np_f14a5
1np_f14a6	871033	590404	355084	67.78	37.4663979436	0.0	0.0	0.313074745304	5.54131966688	90.9766278854	20.8623504371	7.46	0.600318240995	0.0801766380094	8	0.773467520586	f14a6	none	1np	differentiation-15	1np_f14a6
1np_f14a7	660453	476532	221658	72.15	37.5211513915	0.0	0.0	0.339159097413	5.78902184397	90.7250585579	22.0230840161	7.46	0.612606119702	0.0245738094539	7	0.565970149254	f14a7	none	1np	differentiation-15	1np_f14a7
1np_f14b1	1172611	890240	587491	75.91	37.6759982637	0.0	0.0	0.194437053562	4.52935999509	94.9579401953	21.6326572382	4.41	0.545447102888	0.118012969103	13	0.864619592243	f14b1	none	1np	differentiation-15	1np_f14b1
1np_f14b2	485081	231965	151376	47.81	37.4039696463	0.0	0.0	0.282424729687	3.97868414814	62.1664244411	13.9923930857	36.32	0.411268128266	0.0434552976732	7	0.598582039163	f14b2	none	1np	differentiation-15	1np_f14b2
1np_f14b3	10901478	7414750	2890106	68.01	37.5818786223	0.0	0.0	0.7448957146	5.14527966085	89.1425200472	20.3221548983	8.8	0.587917691523	0.123573251959	10	0.842336459694	f14b3	none	1np	differentiation-15	1np_f14b3
1np_f14b4	21355	13373	13047	62.62	35.9114024819	0.0	0.0	0.735190821822	5.68016857879	79.573870288	18.8948723952	17.93	0.725825333646	0.000689533757812	1	0.0425531914894	f14b4	none	1np	differentiation-15	1np_f14b4
1np_f14b5	118860	16552	15302	13.92	35.7378428403	0.0	0.0	4.98317348141	15.3836446239	20.9027427225	6.08867575299	60.85	0.356722194178	0.00379977113348	1	0.0501930501931	f14b5	none	1np	differentiation-15	1np_f14b5
1np_f14b6	668828	479748	312089	71.72	37.5899588534	0.0	0.0	0.429108187594	5.51770332925	93.7214145918	21.3633081101	4.58	0.575632934577	0.0837123323846	10	0.696810375044	f14b6	none	1np	differentiation-15	1np_f14b6
1np_f14b7	531236	364205	167517	68.55	37.3746263431	0.0	0.0	0.427302160982	5.13233190272	84.080641518	18.9500037648	14.74	0.675777426399	0.0254100525219	7	0.478060046189	f14b7	none	1np	differentiation-15	1np_f14b7
1np_f14c1	1074691	213748	167464	19.88	37.4330361006	0.0	0.0	0.14022517912	41.6335721597	27.8341862845	7.77277379734	33.04	0.241555783009	0.0635984859599	10	0.685351787774	f14c1	none	1np	differentiation-15	1np_f14c1
1np_f14c2	1342993	151631	101640	11.29	32.9935338457	0.0	0.0	0.163588492663	1.84787238162	15.2737445309	6.21733070043	81.43	0.148100824718	0.028857721311	6	0.473309608541	f14c2	none	1np	differentiation-15	1np_f14c2
1np_f14c3	987377	642850	424647	65.1	37.1458703211	0.0	0.0	0.942899390306	4.72766310843	86.0134902469	19.4210942089	11.77	0.522595150803	0.0655937325783	11	0.755983001566	f14c3	none	1np	differentiation-15	1np_f14c3
1np_f14c4	475411	327581	223293	68.9	37.5318850426	0.0	0.0	0.210342542831	4.45400334445	93.2069875793	21.7105055583	6.06	0.601579672497	0.0703911270209	10	0.621717382243	f14c4	none	1np	differentiation-15	1np_f14c4
1np_f14c5	979286	729428	484026	74.48	37.5293673146	0.0	0.0	0.631069448274	4.53185471107	93.6045502354	20.7681075065	5.09	0.559589090055	0.104222293947	11	0.911599099099	f14c5	none	1np	differentiation-15	1np_f14c5
1np_f14c6	353071	112520	81737	31.86	36.9124538691	0.0	0.0	0.317215752028	4.61888793221	45.203244664	11.1999818734	52.44	0.617437803054	0.0295032422758	7	0.397812033814	f14c6	none	1np	differentiation-15	1np_f14c6
1np_f14c7	660220	476178	350955	72.12	37.331525855	0.0	0.0	0.210988358532	4.91104561165	93.107360207	21.4020653534	6.11	0.676435038911	0.00759954226695	1	0.104247104247	f14c7	none	1np	differentiation-15	1np_f14c7
1np_f14d1	708850	323514	181009	45.63	36.5510912041	0.0	0.0	0.782106354614	4.32923517504	57.6438058559	12.6983656742	39.77	0.385128129166	0.0327601889616	7	0.667711598746	f14d1	none	1np	differentiation-15	1np_f14d1
1np_f14d2	1520709	431397	272839	28.36	34.4809703895	0.0	0.0	0.154861364555	2.55471932611	38.5289156745	10.1882995828	59.54	0.303804460402	0.0747630644641	9	0.791993720565	f14d2	none	1np	differentiation-15	1np_f14d2
1np_f14d3	799032	473762	220437	59.29	37.2412982208	0.0	0.0	0.910101222479	7.35189579391	81.3203976812	20.6690095015	14.48	0.628760800569	0.0218156744227	5	0.495628782784	f14d3	none	1np	differentiation-15	1np_f14d3
1np_f14d4	733070	494402	325231	67.44	37.6312712292	0.0	0.0	0.56338028169	5.23657197422	93.0627834805	21.9107185486	5.01	0.583432800191	0.0943634283032	12	0.850279850746	f14d4	none	1np	differentiation-15	1np_f14d4
1np_f14d5	672136	385202	214176	57.31	37.4924568837	0.0	0.0	0.377004790669	6.94855238492	75.2707769215	17.3349302229	20.61	0.441574671943	0.036530618233	7	0.750602409639	f14d5	none	1np	differentiation-15	1np_f14d5
1np_f14d6	546336	409990	248494	75.04	37.4710214959	0.0	0.0	0.870337152689	5.75648863345	92.0662957133	21.3282937365	5.73	0.647032983124	0.055148029694	9	0.780526735834	f14d6	none	1np	differentiation-15	1np_f14d6
1np_f14d7	519878	315652	157364	60.71	37.4121024548	0.0	0.0	0.537624067092	6.63999384473	81.0956374548	19.0149649919	15.91	0.637647149342	0.0238842756961	4	0.561425061425	f14d7	none	1np	differentiation-15	1np_f14d7
1np_f14e1	696752	9914	9790	1.42	37.2614847177	0.0	0.0	0.28130525639	4.36023147404	1.99224401222	0.690202539785	93.61	0.0341584954187	0.000249405827294	1	0.117647058824	f14e1	none	1np	differentiation-15	1np_f14e1
1np_f14e2	652549	399267	251893	61.18	37.3628355878	0.0	0.0	5.07605500847	5.05138272082	82.4386947287	18.6372315548	10.93	0.876402565918	0.0752912179807	8	0.85931410756	f14e2	none	1np	differentiation-15	1np_f14e2
1np_f14e3	956471	500183	303663	52.29	35.980192813	0.0	0.0	0.341878554701	3.81293911007	65.0175644028	16.2502091	33.16	0.442246570759	0.0574366949327	10	0.468199233716	f14e3	none	1np	differentiation-15	1np_f14e3
1np_f14e4	1176848	788286	369616	66.98	37.4948498022	0.0	0.0	0.864679670851	5.67751934823	83.4956307165	19.1106443291	13.4	0.503716695047	0.0382177753	8	0.699424184261	f14e4	none	1np	differentiation-15	1np_f14e4
1np_f14e5	1923491	17284	13014	0.89	31.7788858903	0.0	0.0	0.808992759564	1.32165117497	1.64169226666	3.33968805871	93.7	0.0651935557158	0.00328628854787	1	0.102678571429	f14e5	none	1np	differentiation-15	1np_f14e5
1np_f14e6	780644	264931	169735	33.93	34.9008728691	0.0	0.0	0.666113280249	3.35516135313	44.2463184431	12.1048154866	52.55	0.284891526014	0.0520377923183	9	0.753876515365	f14e6	none	1np	differentiation-15	1np_f14e6
1np_f14e7	655482	329425	174160	50.25	37.4330446908	0.0	0.0	0.16338996807	3.69923430976	64.67466174	15.5156395169	34.51	0.46774383016	0.0355916786479	7	0.476504534213	f14e7	none	1np	differentiation-15	1np_f14e7
1np_f14f1	647974	457183	258130	70.55	37.5556426647	0.0	0.0	1.9500722249	6.0872624912	86.9022926775	19.5460942998	9.06	0.587984740176	0.0353276018896	6	0.803986710963	f14f1	none	1np	differentiation-15	1np_f14f1
1np_f14f2	1283748	169585	105776	13.21	37.0393753291	0.0	0.0	0.359493670886	1.39240506329	17.1027848101	4.48405063291	81.87	0.351392405063	0.0213902174232	5	0.68792866941	f14f2	none	1np	differentiation-15	1np_f14f2
1np_f14f3	785210	512364	269738	65.25	37.440795456	0.0	0.0	0.938340533051	6.28820604776	86.5789795419	19.0021599152	10.22	0.60416496862	0.0337431413397	10	0.441304347826	f14f3	none	1np	differentiation-15	1np_f14f3
1np_f14f4	559981	414763	252892	74.06	37.6363894489	0.0	0.0	0.295721678756	5.0058394317	95.1227352112	22.2176982996	4.03	0.655730678981	0.0576567588979	9	0.732061068702	f14f4	none	1np	differentiation-15	1np_f14f4
1np_f14f5	780895	532541	273027	68.19	37.5103490226	0.0	0.0	1.16481580134	5.14895709544	91.688521903	21.3682743925	6.14	0.603409416875	0.0420175464335	9	0.651536312849	f14f5	none	1np	differentiation-15	1np_f14f5
1np_f14f6	714316	432199	223577	60.5	37.0676927298	0.0	0.0	1.39740901162	6.74205750348	81.1124394881	19.7822550614	14.59	0.590909981773	0.042472345295	7	0.483592400691	f14f6	none	1np	differentiation-15	1np_f14f6
1np_f14f7	107556	61266	41951	56.96	36.2631931273	0.0	0.0	0.476031090781	13.1159581985	80.1210532188	21.0578675295	11.62	0.982743872959	0.0153311229131	2	0.294736842105	f14f7	none	1np	differentiation-15	1np_f14f7
1np_f14g1	857269	541091	337220	63.11	37.6136825197	0.0	0.0	0.457728365511	4.85234060869	86.3563352335	19.2308903657	11.99	0.573210292589	0.0706698747102	9	0.80817936475	f14g1	none	1np	differentiation-15	1np_f14g1
1np_f14g2	838304	127036	100400	15.15	37.2376631866	0.0	0.0	0.204221857465	3.550024812	19.0985609039	4.58926594648	78.12	0.1479177005	0.0154778322232	2	0.15355450237	f14g2	none	1np	differentiation-15	1np_f14g2
1np_f14g3	592471	57685	49122	9.73	35.4956580153	0.0	0.0	4.08219067101	13.1336965548	15.3413809167	5.02602637069	69.69	0.502298827294	0.00296352806549	1	0.0693069306931	f14g3	none	1np	differentiation-15	1np_f14g3
1np_f14g4	521661	67429	48562	12.92	33.8979701377	0.0	0.0	0.144728896897	2.60607861367	19.649583545	7.19810606424	78.03	0.415975769891	0.0215662685954	6	0.517006802721	f14g4	none	1np	differentiation-15	1np_f14g4
1np_f14g5	637023	405839	226680	63.7	37.2263748719	0.0	0.0	1.3968032702	4.87327047876	86.4689981257	20.9190833655	11.17	0.489775927513	0.0465068513248	8	0.58832807571	f14g5	none	1np	differentiation-15	1np_f14g5
1np_f14g6	976394	21090	19464	2.15	37.7461117131	0.0	0.0	0.0399426464564	91.3078656288	6.40004096682	5.24989758296	6.16	0.207906595658	0.00476805258062	1	0.169230769231	f14g6	none	1np	differentiation-15	1np_f14g6
1np_f15a2	704935	81265	62607	11.52	36.0515763865	0.0	0.0	1.81818181818	14.7271734273	15.7420187677	4.87959882826	69.36	0.349535772802	0.00382911299551	1	0.421455938697	f15a2	frozen-before-incubation	1np	differentiation-16	1np_f15a2
1np_f15a3	6560584	1638568	1059591	24.97	28.017424211	0.0	0.0	0.585495407583	56.0566582498	60.7345854753	34.6840638613	10.76	21.847429152	0.142322701799	13	0.867745593238	f15a3	frozen-after-incubation	1np	differentiation-16	1np_f15a3
1np_f15a4	2208775	51332	50423	2.32	36.9018623445	0.0	0.0	0.0677297582645	88.3883305611	6.69628183548	5.27993306706	8.77	0.42131893744	0.000308089551363	1	0.190476190476	f15a4	frozen-after-incubation	1np	differentiation-16	1np_f15a4
1np_f15a5	3259790	1296065	722125	39.75	36.7336840717	0.0	0.0	0.759247636209	35.8263651272	59.3134376708	14.9430058108	8.43	0.429227997004	0.0951996713711	10	0.741716751425	f15a5	frozen-before-amplification	1np	differentiation-16	1np_f15a5
1np_f15a6	13187059	8137584	3224487	61.7	36.6623065082	0.0	0.0	1.66463133871	9.73654181097	85.3996916979	19.7063121859	7.33	0.666653320254	0.124350811302	12	0.854530438886	f15a6	frozen-before-amplification	1np	differentiation-16	1np_f15a6
1np_f15a7	1879733	835919	551167	44.47	36.4760133487	0.0	0.0	1.07142135161	13.6444498352	59.5568763014	14.0800937999	28.71	0.476074959064	0.0824946451102	13	0.823937399964	f15a7	unfrozen	1np	differentiation-16	1np_f15a7
1np_f15a8	595469	230489	168515	38.7	36.3543794891	0.0	0.0	2.3305959998	28.663408736	61.8076477404	14.0702302383	10.9	0.579374275782	0.023781579179	5	0.765576804442	f15a8	unfrozen	1np	differentiation-16	1np_f15a8
1np_f15b1	1862041	1165073	597211	62.56	36.7800295482	0.0	0.0	1.34281603624	6.43449690316	91.8971868208	21.0156831934	5.06	0.723447241411	0.0719315747777	8	0.860493575362	f15b1	frozen-before-incubation	1np	differentiation-16	1np_f15b1
1np_f15b2	3298537	312808	179889	9.48	35.549295036	0.0	0.0	0.439193245028	3.66361198928	12.6605706511	3.34547200768	84.06	0.127055904598	0.0133505472257	3	0.710989010989	f15b2	frozen-before-incubation	1np	differentiation-16	1np_f15b2
1np_f15b3	2615753	1047709	650408	40.05	27.3901606918	0.0	0.0	0.778283601376	33.612309405	83.9373397213	40.3087291016	11.8	23.9260083892	0.08407910566	10	0.902285813994	f15b3	frozen-after-incubation	1np	differentiation-16	1np_f15b3
1np_f15b4	1040255	698717	423079	67.16	36.779920308	0.0	0.0	1.13913829235	4.9151173745	84.1972199258	19.5941399266	13.71	0.655605329437	0.0787975704938	11	0.930366784584	f15b4	frozen-after-incubation	1np	differentiation-16	1np_f15b4
1np_f15b5	618518	338324	209016	54.69	36.5400214707	0.0	0.0	1.59961973867	5.36246083405	67.9290308186	15.7827854143	28.23	0.494727754227	0.0388632962648	5	0.902604756512	f15b5	frozen-before-amplification	1np	differentiation-16	1np_f15b5
1np_f15b6	1121842	370861	258261	33.05	36.1611563839	0.0	0.0	0.874629851156	47.7634185084	46.9780165905	13.973486557	9.73	1.03543623635	0.0496317596315	8	0.873780668046	f15b6	frozen-before-amplification	1np	differentiation-16	1np_f15b6
1np_f15b7	1936255	1292247	775627	66.73	36.8169771027	0.0	0.0	1.08920703765	4.39215378426	92.7082004533	18.8364128782	5.52	0.626048729749	0.0889351838268	10	0.92098317387	f15b7	unfrozen	1np	differentiation-16	1np_f15b7
1np_f15b8	1156978	781211	461871	67.52	36.7672946244	0.0	0.0	1.54229113727	5.04589534823	89.4943732822	19.9491780325	7.81	0.526888969559	0.0889791966198	10	0.875350370981	f15b8	unfrozen	1np	differentiation-16	1np_f15b8
1np_f15c1	644666	316050	163552	49.02	36.4091498543	0.0	0.0	4.66005863465	24.4990460235	60.9390851133	16.2213225371	13.87	0.508166969147	0.0128810774332	3	0.838268792711	f15c1	frozen-before-incubation	1np	differentiation-16	1np_f15c1
