Sample	filename	run_id	sample_id	treatment	tube_contents	expt	directory	expt_no	new_filename	optimization_only	Reads_sequenced	Reads_mapped	Unique_reads_mapped	Percent_mapped_reads	avg_quality	dinucleotide_repeats	mononucleotide_repeats	Ecoli_screen_result	Human_screen_result	Mouse_screen_result	Rat_screen_result	Unmapped_screen_result	Yeast_screen_result	Genome_coverage	Positive_chromosomes	Proportion_with_neighbours
expt08_A5-1	unstained_4np_a5-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	A5-1	unstained	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_A5-1.fastq.gz	False	4873283	1197584	434098	24.57	33.633759008	0	0.0	40.5318988487	6.09823538284	31.6555225982	7.40334824795	23.5	0.177969936152	0.0507174085267	8	0.479028059011
expt02_F37A5	protocol-c_4np_f37a5.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37A5	protocol_c	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37A5.fastq.gz	False	1057846	37923	24880	3.58	34.4586886938	0	0.0	13.9495466267	31.8889859413	6.12365859745	2.91677065136	49.83	0.158056734049	0.00657257709574	1	0.401785714286
expt04_F40G5	4ul-mdc-pk_4np_f40g5.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40G5	4ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40G5.fastq.gz	True	4673425	1590013	519386	34.02	33.6781882666	0	0.0	30.2740483733	4.08306934178	48.0957409363	10.8744405893	19.24	0.203147784985	0.0641559813386	11	0.751657900755
expt09_D4-2	large-kit_water-control_d4-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	D4-2	large-kit	water-control	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_D4-2.fastq.gz	False	4951170	4876	2527	0.09	33.4273367709	0	0.0	0.0868476328971	60.6519631604	3.43351106802	3.98085312651	39.09	0.169655841008	0.0012763709985	14	0.0459770114943
expt01_F38C6	pi-stained_4np_f38c6.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38C6	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38C6.fastq.gz	True	3182704	800172	436842	25.14	34.3614681101	0	0.0	27.6131107983	23.5622360748	36.8007239091	9.96782626181	14.74	0.258395334808	0.10975323494	13	0.618901216415
expt10_G4	crystal-violet_4np_g4.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	G4	crystal-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_G4.fastq.gz	True	5860552	9784	7597	0.16	33.9408780948	0	0.0	13.3542060967	75.5919542544	3.66045181815	4.51012765272	10.74	0.15000201345	0.00556028285555	1	0.0474934036939
expt11_G1C1	4np_g1c1.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1C1	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1C1.fastq.gz	False	4665362	2670095	1711290	57.23	32.8849133251	0	0.0	2.6484929078	12.2239684075	79.3248307544	18.5263539652	9.76	0.302224371373	0.210806607787	12	0.886839724407
expt11_G1A1	4np_g1a1.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1A1	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1A1.fastq.gz	False	2256568	459	358	0.02	32.8835067235	0	0.0	4.68546151337	9.86933300718	0.514717873451	0.606449771689	85.36	0.0540198956295	0.000293418620346	13	0.0
expt11_G1E5	4np_g1e5.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1E5	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1E5.fastq.gz	False	4653393	2190057	1076119	47.06	32.9284528515	0	0.0	6.00955468695	18.7275904211	67.1848013817	15.8339140886	11.71	0.267652435637	0.106951087116	15	0.858847736626
expt05_F42A1	frozen-late_4np_f42a1.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42A1	frozen-late	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42A1.fastq.gz	False	3965480	629453	505992	15.87	33.311541604	0	0.0	6.5364092115	64.373543682	25.9287652441	9.18526887035	7.2	0.153323179035	0.124864293888	13	0.773234637528
expt01_F38A7	pi-stained-frozen_4np_f38a7.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38A7	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38A7.fastq.gz	True	1938199	12285	11303	0.63	34.4320624456	0	0.0	2.55266588897	89.4119261648	5.02886943565	5.46117575556	7.36	0.204879865897	0.00872920395528	1	0.114285714286
expt01_F38G5	pi-stained_4np_f38g5.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38G5	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38G5.fastq.gz	True	2394154	836	496	0.03	34.4289957956	0	0.0	49.1043235061	28.167446896	1.64098759987	2.07203504516	22.57	0.106258207444	0.000249405827294	11	0.0
expt03_F41C1	unfrozen_4np_f41c1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41C1	unfrozen	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41C1.fastq.gz	False	4978689	945283	326587	18.98	33.7722241739	0	0.0	35.6589069436	17.0707212726	29.2405648061	7.62648884247	19.75	0.14762889911	0.0355770077169	8	0.749278350515
expt11_G1A5	4np_g1a5.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1A5	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1A5.fastq.gz	False	5256805	5664	2032	0.1	32.9279623269	0	0.0	17.8978676211	56.1667590866	3.11034934718	3.6789837173	25.72	0.17139688461	0.000733546550864	13	0.0
expt01_F38G8	pi-stained-frozen_4np_f38g8.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38G8	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38G8.fastq.gz	True	910382	57136	41676	6.27	34.4030494891	0	0.0	44.9809201811	24.4152480376	10.6639381537	4.01862506673	21.52	0.151254522807	0.021258179044	3	0.193926846101
expt05_F42B4	frozen-early_4np_f42b4.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42B4	frozen-early	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42B4.fastq.gz	False	11495415	6901920	4126815	60.04	33.3705939281	0	0.0	9.95288162383	4.53776973019	81.9039425376	18.7082962355	7.14	0.303118216104	0.297687861272	18	0.906362426692
expt03_F41G1	unfrozen_4np_f41g1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41G1	unfrozen	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41G1.fastq.gz	False	4650575	1914590	1129234	41.16	33.7726878934	0	0.0	8.55996523462	25.1250644271	56.7989570385	14.0779593528	12.68	0.271857219376	0.106173527772	12	0.872184606881
expt07_E3	unstained_1x4np_e3.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	E3	unstained	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_E3.fastq.gz	False	7837288	4819511	2675798	61.49	33.8295500944	0	0.0	11.5148438977	4.45963833239	80.9751291315	18.6028921466	7.02	0.378188477194	0.187905284469	14	0.887570268582
expt08_G4-1	unstained_4np_g4-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	G4-1	unstained	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_G4-1.fastq.gz	False	4896259	2082591	1209492	42.53	33.5058045336	0	0.0	26.9384732397	4.65553820904	57.4786837997	13.4932548737	13.84	0.233177214683	0.142366714592	15	0.780193734542
expt03_F41C2	unfrozen_4np_f41c2.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41C2	unfrozen	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41C2.fastq.gz	False	5815048	3897175	2627872	67.01	33.8525535817	0	0.0	2.9333732296	5.82884500299	89.8803111909	19.4504288849	4.9	0.348094953122	0.365218156744	19	0.896119546879
expt08_C4-1	unstained_4np_c4-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	C4-1	unstained	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_C4-1.fastq.gz	False	5128145	1863591	979274	36.34	33.3781295186	0	0.0	32.749224282	4.44048850346	49.0323414751	11.0430424059	16.04	0.157132627894	0.124864293888	15	0.694982963224
expt07_D1	stained-sybrgold_1x4np_d1.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	D1	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_D1.fastq.gz	True	5867815	142269	61320	2.42	33.5159114594	0	0.0	66.2420190036	4.45729224272	4.59906490373	1.61580614348	25.38	0.0995425066613	0.0234441477656	4	0.255944931164
expt05_F42B2	frozen-late_4np_f42b2.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42B2	frozen-late	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42B2.fastq.gz	False	5982286	3310974	2148084	55.34	33.3932591989	0	0.0	14.4395968106	5.34677298029	74.8277418384	18.1605736924	8.49	0.259766310616	0.224802675978	16	0.890295634014
expt10_H1	unstained_4np_h1.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	H1	unstained	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_H1.fastq.gz	False	6119593	1906903	1538140	31.16	33.9541688475	0	0.0	7.68824385479	41.25515839	45.1406471163	12.4758278344	9.43	0.254181535456	0.326442886066	17	0.91829580693
expt10_D4	crystal-violet_4np_d4.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	D4	crystal-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_D4.fastq.gz	True	10731355	11847	8075	0.11	33.8278185746	0	0.0	14.6499292081	74.5687678226	3.46581051708	4.28540092129	10.65	0.106686342154	0.00561896657962	19	0.0522193211488
expt11_G1F2	4np_g1f2.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1F2	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1F2.fastq.gz	False	5694043	886940	732987	15.57	32.9752785499	0	0.0	0.463482021302	71.3772323216	23.6836309762	8.20152959077	8.25	0.145150956995	0.141662509903	13	0.842170671085
expt07_H1	stained-sybrgold_1x4np_h1.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	H1	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_H1.fastq.gz	True	8490653	1691528	442949	19.92	33.6429643279	0	0.0	47.6058904206	6.57216365839	29.494148622	8.06779389535	18.32	0.167182228629	0.0680437780582	15	0.541828374299
expt06_F43F3	20-pcr-cycles_4np_f43f3.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F43F3	20-pcr-cycles	4np	wga-pcr-cycles-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-pcr-cycles-test	6	expt06_F43F3.fastq.gz	False	5113211	1518110	888447	29.68	31.3265715027	0	0.0	15.9674845402	2.70496708558	39.5022940355	9.61200877718	42.98	0.192499501297	0.185059123852	16	0.759632154749
expt04_F40C6	8ul-mdc-pk_4np_f40c6.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40C6	8ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40C6.fastq.gz	True	4292602	2415500	1125125	56.27	33.721460783	0	0.0	13.0454381536	3.94678847618	77.5714228473	17.8547101014	8.46	0.360620266859	0.18012969103	14	0.762909268611
expt04_F40F4	3ul-mdc-pk_4np_f40f4.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40F4	3ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40F4.fastq.gz	True	4422195	2530067	1148791	57.21	33.7333360469	0	0.0	14.2709317944	4.02069548779	73.3655042038	17.0638276703	11.3	0.336301676534	0.169874710249	15	0.653510665861
expt03_F41F3	frozen-post-incubation_4np_f41f3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41F3	frozen-post-incubation	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41F3.fastq.gz	False	6565409	3220087	1552647	49.04	33.7713129525	0	0.0	10.6920262174	12.1637379871	72.1912823194	15.7344485102	8.18	0.307611886284	0.132713241982	14	0.845346009286
expt09_A2-2	small-kit_4np_a2-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	A2-2	small-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_A2-2.fastq.gz	False	4828343	2646497	1879565	54.81	33.442387378	0	0.0	8.09018699486	5.64265192711	76.6818104999	18.7392510264	13.17	0.307184539372	0.280449517326	18	0.892916928228
expt06_F43C3	20-pcr-cycles_4np_f43c3.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F43C3	20-pcr-cycles	4np	wga-pcr-cycles-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-pcr-cycles-test	6	expt06_F43C3.fastq.gz	False	4411683	1130021	615628	25.61	31.9754968795	0	0.0	27.5088265215	3.02894301159	35.1834121238	8.19220872479	35.21	0.150599405581	0.0962999911974	16	0.820231566118
expt11_G1D8	4np_g1d8.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1D8	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1D8.fastq.gz	False	5119482	4131	1463	0.08	32.912356172	0	0.0	21.2757267239	52.6488812735	2.81923053934	3.47671893367	25.89	0.126516706182	0.000498811654588	14	0.0
expt11_G1B5	4np_g1b5.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1B5	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1B5.fastq.gz	False	4631437	2390413	1169948	51.61	32.9501986101	0	0.0	5.17361249056	17.005681141	71.3082515593	17.8191172381	10.7	0.313853243812	0.141178369179	13	0.77823963421
expt02_F37C5	protocol-c_4np_f37c5.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37C5	protocol_c	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37C5.fastq.gz	False	1314073	734943	452001	55.92	34.3983332737	0	0.0	16.6892553644	3.68706904227	70.6043548371	15.419012099	11.96	0.433307282134	0.0630116487192	10	0.809545983702
expt10_B1	unstained_4np_b1.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	B1	unstained	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_B1.fastq.gz	False	5701892	620733	462979	10.88	33.904819488	0	0.0	14.697003019	55.5051282564	18.0638582882	7.06159905632	14.7	0.181938141032	0.0626742173058	6	0.879915730337
expt03_F41H3	frozen-post-incubation_4np_f41h3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41H3	frozen-post-incubation	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41H3.fastq.gz	False	4677965	1014349	797364	21.68	33.8083989513	0	0.0	1.90190089619	51.5944620825	33.396294659	9.81593859261	16.91	0.225053249206	0.163698248291	14	0.837963792794
expt01_F38D7	pi-stained-frozen_4np_f38d7.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38D7	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38D7.fastq.gz	True	2061890	141009	91717	6.83	34.3017168714	0	0.0	41.267594158	30.5827714745	11.7409814026	4.28065100931	18.42	0.101847513902	0.0379683694727	7	0.419629057187
expt08_C5-1	unstained_4np_c5-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	C5-1	unstained	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_C5-1.fastq.gz	False	4876401	2243815	1246810	46.01	33.544641017	0	0.0	22.1284377857	4.27255097017	61.2124317969	14.0586219717	15.29	0.248193812237	0.153311229131	15	0.774258373206
expt03_F41D3	frozen-post-incubation_4np_f41d3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41D3	frozen-post-incubation	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41D3.fastq.gz	False	4474251	59482	22106	1.32	33.7774979544	0	0.0	43.6195035604	31.7144064046	3.5372329726	2.84225771412	22.96	0.0804602325301	0.00352102344415	1	0.325
expt11_G1G11	4np_g1g11.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1G11	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1G11.fastq.gz	False	5452224	3640272	2251688	66.76	32.8985039866	0	0.0	1.23875237058	8.19210749304	88.1309768793	19.7786789331	6.51	0.353064600734	0.231712684487	14	0.87786501203
expt11_G1F11	4np_g1f11.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1F11	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1F11.fastq.gz	False	5993909	1905	897	0.03	32.8913615472	0	0.0	16.722890119	47.7252024545	2.11113224357	2.59962562188	35.44	0.0940950359863	0.000425456999501	14	0.0
expt01_F38G2	unstained_4np_f38g2.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38G2	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38G2.fastq.gz	False	2815830	1898394	1525946	67.41	34.3538065153	0	0.0	3.85020782372	5.7613905296	90.0453433566	20.2304953961	4.38	0.54988763598	0.312358792289	18	0.873279789582
expt04_F40D6	8ul-mdc-pk_4np_f40d6.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40D6	8ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40D6.fastq.gz	True	1846768	70135	56953	3.79	25.675477916	0	0.0	3.5312235012	2.78852620396	7.99422996326	6.10824666907	84.41	0.229047066736	0.0258501804525	7	0.466515323496
expt03_F41H1	unfrozen_4np_f41h1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41H1	unfrozen	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41H1.fastq.gz	False	5601755	289518	250872	5.16	33.8208982721	0	0.0	0.481845809341	76.5325095969	10.0237923864	5.77315259117	16.91	0.15195137556	0.126932895162	13	0.711627369394
expt05_F42E2	frozen-late_4np_f42e2.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42E2	frozen-late	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42E2.fastq.gz	False	4725628	1051326	636239	22.24	33.302850965	0	0.0	24.3599944304	27.7007538838	34.3315497384	9.1868398544	16.13	0.181011676248	0.0733399841554	9	0.840968193639
expt10_H2	water-control_h2.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	H2	none	water-control	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_H2.fastq.gz	False	5965221	6559	4597	0.1	33.8982993254	0	0.0	23.2657084519	62.976634715	3.02652357148	3.90561350218	13.41	0.138803673268	0.00291951527244	1	0.0402010050251
expt05_F42D4	frozen-early_4np_f42d4.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42D4	frozen-early	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42D4.fastq.gz	False	6738693	4083274	2897284	60.59	33.121471033	0	0.0	9.2525204319	3.96508182704	81.7077293245	17.9283739983	8.17	0.178965578954	0.288049059593	16	0.915860242437
expt08_B2-1	eosin-h2o_4np_b2-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	B2-1	eosin-h2o	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_B2-1.fastq.gz	True	4228774	124586	66632	2.94	33.5104692282	0	0.0	65.4231968695	3.80887114395	4.64811393838	1.49971197585	26.68	0.0635639512941	0.0260262316247	3	0.220969560316
expt08_F2-1	eosin-h2o_4np_f2-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	F2-1	eosin-h2o	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_F2-1.fastq.gz	True	4258768	94493	53033	2.21	33.4884173075	0	0.0	67.5430625391	3.40764524141	3.64592799015	1.2045394883	25.86	0.0605803598473	0.0238696047651	16	0.148125384143
expt04_F40C1	1ul-csc-pk_4np_f40c1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40C1	1ul-csc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40C1.fastq.gz	True	5068984	2457317	976848	48.47	33.6687557112	0	0.0	20.8256197682	5.19558918223	63.7777688345	15.5897858983	13.12	0.275676110753	0.105014524222	13	0.791561888796
expt07_F4	unstained_4x1np_f4.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	F4	unstained	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_F4.fastq.gz	False	11628388	6374346	2706634	54.81	33.8954605746	0	0.0	15.8771011023	4.46905082548	74.2730310739	17.455234675	8.99	0.364107935558	0.183415979578	13	0.83906574948
expt01_F38B3	unstained_4np_f38b3.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38B3	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38B3.fastq.gz	False	2435252	1536871	1330017	63.1	34.3311833847	0	0.0	3.29460229233	7.11251712346	89.5051690664	20.4476243976	5.17	0.539080901556	0.226944631906	16	0.928372874782
expt02_F37B4	protocol-b_4np_f37b4.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37B4	protocol_b	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37B4.fastq.gz	False	2101160	487767	199230	23.21	34.3991671267	0	0.0	38.4974414328	6.30846725834	30.8657151995	7.44982809627	25.95	0.192891980491	0.0418855080543	8	0.313485113835
expt03_F41D2	unfrozen_4np_f41d2.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41D2	unfrozen	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41D2.fastq.gz	False	4709292	1981484	899623	42.07	33.6229284572	0	0.0	19.5832252141	17.436475778	55.0150701611	13.985309088	10.81	0.21058304557	0.118145007482	13	0.755122314665
expt01_F38B4	pi-stained_4np_f38b4.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38B4	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38B4.fastq.gz	True	2398362	941288	572734	39.24	34.3647943888	0	0.0	22.6053716527	12.5925629428	55.1965336429	14.1626305888	12.78	0.39426810231	0.13484052698	11	0.758894570776
expt01_F38D5	pi-stained_4np_f38d5.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38D5	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38D5.fastq.gz	True	2588386	614674	374066	23.74	34.2805590047	0	0.0	30.8515981276	20.2402716114	35.8388412319	9.78765293208	15.52	0.183819836471	0.117264751621	11	0.690604278744
expt04_F40A5	4ul-mdc-pk_4np_f40a5.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40A5	4ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40A5.fastq.gz	True	4208050	624982	243111	14.85	33.7543177957	0	0.0	21.5705844778	5.31978601086	18.1481555414	4.46642446503	56.05	0.100806451613	0.0276253631055	7	0.454062665959
expt11_G1H7	4np_g1h7.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1H7	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1H7.fastq.gz	False	4687835	2933978	1585120	62.58	32.8063534659	0	0.0	2.64382105833	11.3151931985	81.6135629925	18.1909326061	8.12	0.245633735036	0.127373023092	13	0.871688551025
expt09_E1-2	small-kit_4np_e1-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	E1-2	small-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_E1-2.fastq.gz	False	4656140	2338788	1471143	50.23	33.4758243953	0	0.0	15.2714829358	4.53531448414	72.8880454642	17.292337509	10.44	0.327051389464	0.195534168598	15	0.851890756303
expt07_E2	stained-sybrgold_4x1np_e2.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	E2	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_E2.fastq.gz	True	8676337	552112	175816	6.36	33.6643389947	0	0.0	64.1388161919	2.9209156815	10.6217850375	2.98408687543	23.25	0.151410321973	0.0476365130131	8	0.224206960271
