chrom	Pos_B	Pos_A	dist	interaction
chr3	3535	3531	4	1
chr3	3561	3464	97	1
chr3	3905	3857	48	1
chr4	200	161	39	1
chr4	335	306	29	1
chr4	335	312	23	1
chr4	335	314	21	1
chr4	338	312	26	1
chr4	343	313	30	1
chr4	343	314	29	1
chr4	344	313	31	1
chr4	482	406	76	1
chr4	486	398	88	1
chr4	1211	1188	23	1
chr4	1531	1502	29	1
chr4	1531	1503	28	1
chr4	1531	1512	19	1
chr4	1532	1504	28	1
chr4	1537	1503	34	1
chr4	1538	1503	35	1
chr4	1689	1655	34	1
chr4	1959	1895	64	1
chr4	2107	2094	13	1
chr4	2110	2088	22	1
chr4	2111	2087	24	1
chr4	2114	2087	27	1
chr4	2120	2094	26	1
chr4	2120	2096	24	1
chr4	2517	2473	44	1
chr4	2517	2495	22	1
chr4	2517	2501	16	1
chr4	2517	2507	10	1
chr4	2517	2510	7	1
chr4	2517	2511	6	1
chr4	2521	2473	48	1
chr4	2543	2529	14	1
chr4	2644	2626	18	1
chr4	2721	2715	6	1
chr4	2775	2741	34	1
chr4	2775	2742	33	1
chr4	2775	2743	32	1
chr4	2777	2742	35	1
chr4	2780	2743	37	1
chr4	2846	2791	55	1
chr4	2847	2790	57	1
chr4	2850	2791	59	1
chr4	2850	2792	58	1
chr4	2852	2792	60	1
chr4	2965	2958	7	1
chr4	2965	2962	3	1
chr4	2967	2958	9	1
chr4	2967	2959	8	1
chr4	2970	2967	3	1
chr4	2971	2958	13	1
chr4	2971	2967	4	1
chr4	2972	2958	14	1
chr4	2972	2967	5	1
chr4	2973	2958	15	1
chr4	2973	2967	6	1
chr4	3057	3023	34	1
chr4	3140	3121	19	1
chr4	3140	3122	18	1
chr4	3140	3126	14	1
chr4	3141	3121	20	1
chr4	3141	3122	19	1
chr4	3187	3180	7	1
chr4	3197	3183	14	1
chr4	3222	3140	82	1
chr4	3285	3271	14	1
chr4	3285	3274	11	1
chr4	3501	3487	14	1
chr4	3574	3538	36	1
chr4	3588	3565	23	1
chr4	3588	3576	12	1
chr4	3588	3577	11	1
chr4	3598	3591	7	1
chr4	3600	3565	35	1
chr4	3629	3626	3	1
chr4	3630	3626	4	1
chr4	3642	3626	16	1
chr4	3643	3626	17	1
chr4	3643	3629	14	1
chr4	3643	3630	13	1
chr4	3644	3625	19	1
chr4	3644	3626	18	1
chr4	3644	3627	17	1
chr4	3644	3628	16	1
chr4	3644	3629	15	1
chr4	3644	3630	14	1
chr4	3644	3632	12	1
chr4	3645	3626	19	1
chr4	3651	3625	26	1
chr4	3651	3626	25	1
chr4	3651	3627	24	1
chr4	3651	3628	23	1
chr4	3651	3629	22	1
chr4	3651	3630	21	1
chr4	3651	3643	8	1
chr4	3651	3644	7	1
chr4	3654	3625	29	1
chr4	3654	3626	28	1
chr4	3654	3627	27	1
chr4	3654	3628	26	1
chr4	3654	3629	25	1
chr4	3654	3630	24	1
chr4	3654	3632	22	1
chr4	3654	3643	11	1
chr4	3659	3625	34	1
chr4	3659	3626	33	1
chr4	3659	3627	32	1
chr4	3659	3628	31	1
chr4	3659	3629	30	1
chr4	3659	3630	29	1
chr4	3659	3632	27	1
chr4	3666	3625	41	1
chr4	3666	3626	40	1
chr4	3666	3627	39	1
chr4	3666	3628	38	1
chr4	3666	3629	37	1
chr4	3666	3630	36	1
chr4	3666	3631	35	1
chr4	3666	3632	34	1
chr4	3666	3642	24	1
chr4	3666	3643	23	1
chr4	3666	3644	22	1
chr4	3666	3645	21	1
chr4	3667	3625	42	1
chr4	3667	3626	41	1
chr4	3667	3627	40	1
chr4	3667	3628	39	1
chr4	3667	3629	38	1
chr4	3667	3630	37	1
chr4	3667	3632	35	1
chr4	3667	3643	24	1
chr4	3667	3644	23	1
chr4	3667	3645	22	1
chr4	3667	3654	13	1
chr4	3668	3625	43	1
chr4	3668	3626	42	1
chr4	3668	3627	41	1
chr4	3668	3628	40	1
chr4	3668	3629	39	1
chr4	3668	3630	38	1
chr4	3668	3632	36	1
chr4	3668	3643	25	1
chr4	3668	3644	24	1
chr4	3668	3654	14	1
chr4	3670	3625	45	1
chr4	3670	3626	44	1
chr4	3670	3627	43	1
chr4	3670	3628	42	1
chr4	3670	3629	41	1
chr4	3670	3630	40	1
chr4	3670	3632	38	1
chr4	3670	3642	28	1
chr4	3670	3643	27	1
chr4	3670	3644	26	1
chr4	3670	3645	25	1
chr4	3670	3651	19	1
chr4	3670	3654	16	1
chr4	3671	3625	46	1
chr4	3671	3626	45	1
chr4	3671	3627	44	1
chr4	3671	3628	43	1
chr4	3671	3629	42	1
chr4	3671	3630	41	1
chr4	3671	3631	40	1
chr4	3671	3632	39	1
chr4	3671	3642	29	1
chr4	3671	3643	28	1
chr4	3671	3644	27	1
chr4	3671	3645	26	1
chr4	3671	3651	20	1
chr4	3671	3654	17	1
chr4	3671	3666	5	1
chr4	3671	3670	1	1
chr4	3672	3625	47	1
chr4	3672	3626	46	1
chr4	3672	3627	45	1
chr4	3672	3628	44	1
chr4	3672	3629	43	1
chr4	3672	3630	42	1
chr4	3672	3632	40	1
chr4	3672	3642	30	1
chr4	3672	3643	29	1
chr4	3672	3644	28	1
chr4	3672	3645	27	1
chr4	3672	3651	21	1
chr4	3672	3654	18	1
chr4	3673	3625	48	1
chr4	3673	3626	47	1
chr4	3673	3627	46	1
chr4	3673	3628	45	1
chr4	3673	3629	44	1
chr4	3673	3630	43	1
chr4	3673	3632	41	1
chr4	3673	3642	31	1
chr4	3673	3643	30	1
chr4	3673	3644	29	1
chr4	3673	3645	28	1
chr4	3673	3651	22	1
chr4	3673	3666	7	1
chr4	3673	3670	3	1
chr4	3673	3671	2	1
chr4	3674	3625	49	1
chr4	3674	3626	48	1
chr4	3674	3627	47	1
chr4	3674	3628	46	1
chr4	3674	3629	45	1
chr4	3674	3630	44	1
chr4	3674	3631	43	1
chr4	3674	3632	42	1
chr4	3674	3642	32	1
chr4	3674	3643	31	1
chr4	3674	3644	30	1
chr4	3674	3645	29	1
chr4	3674	3651	23	1
chr4	3674	3654	20	1
chr4	3674	3659	15	1
chr4	3675	3625	50	1
chr4	3675	3626	49	1
chr4	3675	3627	48	1
chr4	3675	3628	47	1
chr4	3675	3629	46	1
chr4	3675	3630	45	1
chr4	3675	3632	43	1
chr4	3675	3642	33	1
chr4	3675	3643	32	1
chr4	3675	3644	31	1
chr4	3675	3645	30	1
chr4	3675	3651	24	1
chr4	3675	3654	21	1
chr4	3679	3625	54	1
chr4	3679	3626	53	1
chr4	3679	3627	52	1
chr4	3679	3628	51	1
chr4	3679	3629	50	1
chr4	3679	3630	49	1
chr4	3679	3631	48	1
chr4	3679	3632	47	1
chr4	3679	3642	37	1
chr4	3679	3643	36	1
chr4	3679	3644	35	1
chr4	3679	3645	34	1
chr4	3679	3651	28	1
chr4	3679	3654	25	1
chr4	3679	3659	20	1
chr4	3679	3666	13	1
chr4	3680	3625	55	1
chr4	3680	3626	54	1
chr4	3680	3627	53	1
chr4	3680	3628	52	1
chr4	3680	3629	51	1
chr4	3680	3630	50	1
chr4	3680	3632	48	1
chr4	3680	3642	38	1
chr4	3680	3643	37	1
chr4	3680	3644	36	1
chr4	3680	3645	35	1
chr4	3680	3651	29	1
chr4	3680	3659	21	1
chr4	3680	3671	9	1
chr4	3746	3744	2	1
chr4	3751	3742	9	1
chr4	3832	3751	81	1
chr5	175	150	25	1
chr5	185	144	41	1
chr5	187	144	43	1
chr5	195	149	46	1
chr5	196	149	47	1
chr5	197	140	57	1
chr5	200	140	60	1
chr5	376	374	2	1
chr5	379	374	5	1
chr5	380	374	6	1
chr5	469	450	19	1
chr5	469	451	18	1
chr5	470	450	20	1
chr5	503	453	50	1
chr5	504	451	53	1
chr5	504	453	51	1
chr5	504	477	27	1
chr5	505	484	21	1
chr5	508	454	54	1
chr5	509	432	77	1
chr5	509	454	55	1
chr5	510	454	56	1
chr5	659	623	36	1
chr5	659	624	35	1
chr5	659	630	29	1
chr5	659	632	27	1
chr5	659	633	26	1
chr5	661	630	31	1
chr5	661	633	28	1
chr5	661	659	2	1
chr5	685	661	24	1
chr5	741	720	21	1
chr5	741	721	20	1
chr5	813	798	15	1
chr5	885	879	6	1
chr5	953	945	8	1
chr5	954	945	9	1
chr5	1088	1056	32	1
chr5	1092	1057	35	1
chr5	1094	1064	30	1
chr5	1095	1056	39	1
chr5	1095	1062	33	1
chr5	1095	1064	31	1
chr5	1095	1074	21	1
chr5	1097	1057	40	1
chr5	1411	1363	48	1
chr5	1426	1374	52	1
chr5	1426	1378	48	1
chr5	1437	1372	65	1
chr5	1444	1359	85	1
chr5	1445	1379	66	1
chr5	1804	1716	88	1
chr5	1804	1719	85	1
chr5	1811	1716	95	1
chr5	1885	1856	29	1
chr5	1891	1856	35	1
chr5	1904	1856	48	1
chr5	1912	1907	5	1
chr5	1914	1907	7	1
chr5	1921	1856	65	1
chr5	1921	1907	14	1
chr5	1925	1855	70	1
chr5	2226	2182	44	1
chr5	2227	2182	45	1
chr5	2501	2441	60	1
chr5	2501	2492	9	1
chr5	2700	2662	38	1
chr5	2815	2783	32	1
chr5	2851	2846	5	1
chr5	2854	2846	8	1
chr5	2855	2845	10	1
chr5	2855	2846	9	1
chr5	2855	2848	7	1
chr5	3014	3007	7	1
chr5	3131	3127	4	1
chr5	3223	3208	15	1
chr5	3363	3302	61	1
chr5	3490	3484	6	1
chr5	3551	3539	12	1
chr5	3555	3539	16	1
chr5	3562	3539	23	1
chr5	3563	3542	21	1
chr5	3565	3539	26	1
chr5	3565	3541	24	1
chr5	3567	3539	28	1
chr5	3569	3539	30	1
chr5	3569	3540	29	1
chr5	3571	3541	30	1
chr5	3591	3577	14	1
chr5	3660	3656	4	1
chr5	3661	3656	5	1
chr5	3663	3660	3	1
chr5	3665	3660	5	1
chr5	3674	3660	14	1
chr5	3674	3661	13	1
chr6	134	113	21	1
chr6	328	307	21	1
chr6	328	310	18	1
chr6	328	311	17	1
chr6	328	317	11	1
chr6	771	762	9	1
chr6	777	760	17	1
chr6	847	800	47	1
chr6	945	939	6	1
chr6	947	938	9	1
chr6	947	943	4	1
chr6	949	928	21	1
chr6	950	933	17	1
chr6	951	928	23	1
chr6	1037	1028	9	1
chr6	1038	1028	10	1
chr6	1262	1235	27	1
chr6	1293	1279	14	1
chr6	1302	1284	18	1
chr6	1302	1288	14	1
chr6	1820	1815	5	1
chr6	1820	1816	4	1
chr6	1954	1947	7	1
chr6	2416	2381	35	1
chr6	2576	2541	35	1
chr6	2824	2817	7	1
chr6	2888	2875	13	1
chr6	2941	2917	24	1
chr6	2941	2919	22	1
chr6	2941	2920	21	1
chr6	2941	2928	13	1
chr6	3017	3013	4	1
chr6	3160	3131	29	1
chr6	3160	3140	20	1
chr6	3160	3141	19	1
chr6	3185	3174	11	1
chr6	3230	3220	10	1
chr6	3271	3251	20	1
chr6	3442	3435	7	1
chr7	172	160	12	1
chr7	240	183	57	1
chr7	240	184	56	1
chr7	240	187	53	1
chr7	241	183	58	1
chr7	241	185	56	1
chr7	242	183	59	1
chr7	242	184	58	1
chr7	242	185	57	1
chr7	242	186	56	1
chr7	242	187	55	1
chr7	243	182	61	1
chr7	243	183	60	1
chr7	243	184	59	1
chr7	243	185	58	1
chr7	243	186	57	1
chr7	243	187	56	1
chr7	244	167	77	1
chr7	244	170	74	1
chr7	244	172	72	1
chr7	244	177	67	1
chr7	244	180	64	1
chr7	244	182	62	1
chr7	244	183	61	1
chr7	244	184	60	1
chr7	244	185	59	1
chr7	244	186	58	1
chr7	244	187	57	1
chr7	245	167	78	1
chr7	245	180	65	1
chr7	245	182	63	1
chr7	245	183	62	1
chr7	245	184	61	1
chr7	245	185	60	1
chr7	245	187	58	1
chr7	264	182	82	1
chr7	264	183	81	1
chr7	264	184	80	1
chr7	264	185	79	1
chr7	264	186	78	1
chr7	264	187	77	1
chr7	265	166	99	1
chr7	265	167	98	1
chr7	265	169	96	1
chr7	265	170	95	1
chr7	265	171	94	1
chr7	265	172	93	1
chr7	265	173	92	1
chr7	265	179	86	1
chr7	265	180	85	1
chr7	265	182	83	1
chr7	265	183	82	1
chr7	265	184	81	1
chr7	265	185	80	1
chr7	265	186	79	1
chr7	265	187	78	1
chr7	265	243	22	1
chr7	265	244	21	1
chr7	266	167	99	1
chr7	266	168	98	1
chr7	266	169	97	1
chr7	266	170	96	1
chr7	266	171	95	1
chr7	266	172	94	1
chr7	266	180	86	1
chr7	266	182	84	1
chr7	266	183	83	1
chr7	266	184	82	1
chr7	266	185	81	1
chr7	266	186	80	1
chr7	266	187	79	1
chr7	266	243	23	1
chr7	266	244	22	1
chr7	267	183	84	1
chr7	267	184	83	1
chr7	267	185	82	1
chr7	267	186	81	1
chr7	267	187	80	1
chr7	268	179	89	1
chr7	268	183	85	1
chr7	268	184	84	1
chr7	268	185	83	1
chr7	268	186	82	1
chr7	269	183	86	1
chr7	269	184	85	1
chr7	270	183	87	1
chr7	271	183	88	1
chr7	271	187	84	1
chr7	272	183	89	1
chr7	272	187	85	1
chr7	273	183	90	1
chr7	273	186	87	1
chr7	273	187	86	1
chr7	274	183	91	1
chr7	274	187	87	1
chr7	275	183	92	1
chr7	276	183	93	1
chr7	276	185	91	1
chr7	276	187	89	1
chr7	278	183	95	1
chr7	278	184	94	1
chr7	278	187	91	1
chr7	279	183	96	1
chr7	281	183	98	1
chr7	281	187	94	1
chr7	283	184	99	1
chr7	327	308	19	1
chr7	370	342	28	1
chr7	370	349	21	1
chr7	371	343	28	1
chr7	371	349	22	1
chr7	372	354	18	1
chr7	372	355	17	1
chr7	374	342	32	1
chr7	374	349	25	1
chr7	376	343	33	1
chr7	409	343	66	1
chr7	411	381	30	1
chr7	412	336	76	1
chr7	412	339	73	1
chr7	412	342	70	1
chr7	412	343	69	1
chr7	412	347	65	1
chr7	413	337	76	1
chr7	413	343	70	1
chr7	413	347	66	1
chr7	413	348	65	1
chr7	413	349	64	1
chr7	470	444	26	1
chr7	471	444	27	1
chr7	478	444	34	1
chr7	483	444	39	1
chr7	483	457	26	1
chr7	488	439	49	1
chr7	488	444	44	1
chr7	489	439	50	1
chr7	489	444	45	1
chr7	581	580	1	1
chr7	603	511	92	1
chr7	603	513	90	1
chr7	603	514	89	1
chr7	603	516	87	1
chr7	604	506	98	1
chr7	604	509	95	1
chr7	604	510	94	1
chr7	604	511	93	1
chr7	604	512	92	1
chr7	604	513	91	1
chr7	604	514	90	1
chr7	604	515	89	1
chr7	604	516	88	1
chr7	605	510	95	1
chr7	605	513	92	1
chr7	605	514	91	1
chr7	605	515	90	1
chr7	605	516	89	1
chr7	606	513	93	1
chr7	606	515	91	1
chr7	606	516	90	1
chr7	607	508	99	1
chr7	607	509	98	1
chr7	607	510	97	1
chr7	607	511	96	1
chr7	607	512	95	1
chr7	607	513	94	1
chr7	607	514	93	1
chr7	607	515	92	1
chr7	607	516	91	1
chr7	608	515	93	1
chr7	608	516	92	1
chr7	609	510	99	1
chr7	609	514	95	1
chr7	609	516	93	1
chr7	611	513	98	1
chr7	611	515	96	1
chr7	614	515	99	1
chr7	614	516	98	1
chr7	615	516	99	1
chr7	618	605	13	1
chr7	645	641	4	1
chr7	853	808	45	1
chr7	853	809	44	1
chr7	855	806	49	1
chr7	855	807	48	1
chr7	855	808	47	1
chr7	856	803	53	1
chr7	856	808	48	1
chr7	858	806	52	1
chr7	859	799	60	1
chr7	859	800	59	1
chr7	859	801	58	1
chr7	859	805	54	1
chr7	859	806	53	1
chr7	859	807	52	1
chr7	859	808	51	1
chr7	859	811	48	1
chr7	860	800	60	1
chr7	860	801	59	1
chr7	860	803	57	1
chr7	860	805	55	1
chr7	860	806	54	1
chr7	860	807	53	1
chr7	860	808	52	1
chr7	860	809	51	1
chr7	860	811	49	1
chr7	863	799	64	1
chr7	863	800	63	1
chr7	863	808	55	1
chr7	864	806	58	1
chr7	864	807	57	1
chr7	864	808	56	1
chr7	865	805	60	1
chr7	865	806	59	1
chr7	865	808	57	1
chr7	868	799	69	1
chr7	869	806	63	1
chr7	870	799	71	1
chr7	870	800	70	1
chr7	870	806	64	1
chr7	870	808	62	1
chr7	871	800	71	1
chr7	871	805	66	1
chr7	871	808	63	1
chr7	871	810	61	1
chr7	871	811	60	1
chr7	873	795	78	1
chr7	874	796	78	1
chr7	874	798	76	1
chr7	874	799	75	1
chr7	875	796	79	1
chr7	875	799	76	1
chr7	876	795	81	1
chr7	901	891	10	1
chr7	950	934	16	1
chr7	1230	1214	16	1
chr7	1231	1214	17	1
chr7	1245	1224	21	1
chr7	1248	1169	79	1
chr7	1254	1169	85	1
chr7	1260	1163	97	1
chr7	1260	1164	96	1
chr7	1260	1165	95	1
chr7	1261	1163	98	1
chr7	1261	1164	97	1
chr7	1262	1164	98	1
chr7	1267	1169	98	1
chr7	1332	1330	2	1
chr7	1738	1673	65	1
chr7	1738	1691	47	1
chr7	1740	1691	49	1
chr7	2130	2088	42	1
chr7	2149	2085	64	1
chr7	2581	2502	79	1
chr7	2602	2516	86	1
chr7	2784	2742	42	1
chr7	2945	2939	6	1
chr7	3002	2989	13	1
chr7	3006	2989	17	1
chr7	3164	3154	10	1
chr7	3214	3210	4	1
chr7	3214	3211	3	1
chr7	3220	3212	8	1
chr7	3220	3214	6	1
chr7	3253	3232	21	1
chr7	3253	3235	18	1
chr7	3307	3273	34	1
chr7	3311	3283	28	1
chr7	3313	3279	34	1
chr7	3315	3241	74	1
chr7	3315	3246	69	1
chr7	3316	3235	81	1
chr7	3316	3253	63	1
chr7	3323	3235	88	1
chr7	3331	3322	9	1
chr7	3439	3403	36	1
chr7	3536	3527	9	1
chr7	3599	3550	49	1
chr7	3599	3578	21	1
chr7	3599	3581	18	1
chr7	3609	3595	14	1
chr7	3610	3576	34	1
chr7	3610	3595	15	1
chr7	3612	3582	30	1
chr7	3612	3588	24	1
chr7	3612	3589	23	1
chr7	3612	3595	17	1
chr7	3612	3597	15	1
chr7	3614	3522	92	1
chr7	3614	3595	19	1
chr7	3642	3576	66	1
chr7	3642	3600	42	1
chr7	3643	3631	12	1
chr7	3644	3576	68	1
chr7	3644	3582	62	1
chr7	3694	3690	4	1
chr7	3695	3686	9	1
chr7	3700	3685	15	1
chr7	3700	3686	14	1
chr7	3700	3687	13	1
chr7	3700	3694	6	1
chr7	3701	3685	16	1
chr7	3701	3687	14	1
chr7	3767	3758	9	1
chr7	3767	3759	8	1
chr7	3768	3759	9	1
chr7	3809	3804	5	1
chr8	277	265	12	1
chr8	278	265	13	1
chr8	280	265	15	1
chr8	315	299	16	1
chr8	372	338	34	1
chr8	373	348	25	1
chr8	375	302	73	1
chr8	377	360	17	1
chr8	495	493	2	1
chr8	498	493	5	1
chr8	498	494	4	1
chr8	498	495	3	1
chr8	500	493	7	1
chr8	500	494	6	1
chr8	500	495	5	1
chr8	500	498	2	1
chr8	501	493	8	1
chr8	501	494	7	1
chr8	501	495	6	1
chr8	501	498	3	1
chr8	593	497	96	1
chr8	630	619	11	1
chr8	635	619	16	1
chr8	638	615	23	1
chr8	639	619	20	1
chr8	703	686	17	1
chr8	766	720	46	1
chr8	802	720	82	1
chr8	802	721	81	1
chr8	804	715	89	1
chr8	805	709	96	1
chr8	805	710	95	1
chr8	810	715	95	1
chr8	849	830	19	1
chr8	849	835	14	1
chr8	849	836	13	1
chr8	940	920	20	1
chr8	940	923	17	1
chr8	1152	1107	45	1
chr8	1262	1249	13	1
chr8	1454	1391	63	1
chr8	1457	1403	54	1
chr8	1464	1395	69	1
chr8	1475	1395	80	1
chr8	1507	1502	5	1
chr8	1724	1691	33	1
chr8	1859	1843	16	1
chr8	1860	1842	18	1
chr8	2132	2097	35	1
chr8	2227	2206	21	1
chr8	2228	2206	22	1
chr8	2304	2287	17	1
chr8	2308	2286	22	1
chr8	2308	2287	21	1
chr8	2309	2287	22	1
chr8	2309	2290	19	1
chr8	2376	2347	29	1
chr8	2376	2356	20	1
chr8	2399	2392	7	1
chr8	2415	2347	68	1
chr8	2415	2348	67	1
chr8	2415	2351	64	1
chr8	2782	2758	24	1
chr8	2782	2760	22	1
chr8	2789	2756	33	1
chr8	2789	2759	30	1
chr8	2789	2761	28	1
chr8	2789	2776	13	1
chr8	2789	2777	12	1
chr8	2791	2758	33	1
chr8	2794	2776	18	1
chr8	2906	2869	37	1
chr8	2950	2877	73	1
chr8	2964	2941	23	1
chr8	2966	2889	77	1
chr8	2966	2890	76	1
chr8	2972	2941	31	1
chr8	2975	2915	60	1
chr8	2975	2930	45	1
chr8	2975	2933	42	1
chr8	2975	2937	38	1
chr8	2975	2941	34	1
chr8	2988	2939	49	1
chr8	2988	2940	48	1
chr8	3000	2994	6	1
chr8	3007	2940	67	1
chr8	3036	3018	18	1
chr8	3040	3016	24	1
chr8	3040	3017	23	1
chr8	3040	3018	22	1
chr8	3041	3015	26	1
chr8	3041	3016	25	1
chr8	3044	3016	28	1
chr8	3045	3016	29	1
chr8	3046	3016	30	1
chr8	3048	3016	32	1
chr8	3209	3196	13	1
chr8	3210	3196	14	1
chr8	3210	3203	7	1
chr8	3271	3255	16	1
chr8	3271	3258	13	1
chr8	3271	3259	12	1
chr8	3272	3243	29	1
chr8	3272	3249	23	1
chr8	3272	3250	22	1
chr8	3273	3240	33	1
chr8	3273	3242	31	1
chr8	3273	3243	30	1
chr8	3273	3244	29	1
chr8	3273	3246	27	1
chr8	3273	3247	26	1
chr8	3273	3249	24	1
chr8	3273	3250	23	1
chr8	3273	3253	20	1
chr8	3273	3254	19	1
chr8	3273	3255	18	1
chr8	3273	3256	17	1
chr8	3273	3258	15	1
chr8	3273	3259	14	1
chr8	3274	3246	28	1
chr8	3275	3244	31	1
chr8	3275	3263	12	1
chr8	3275	3266	9	1
chr8	3276	3244	32	1
chr8	3276	3254	22	1
chr8	3276	3258	18	1
chr8	3293	3258	35	1
chr9	130	89	41	1
chr9	142	89	53	1
chr9	160	113	47	1
chr9	160	114	46	1
chr9	160	131	29	1
chr9	160	134	26	1
chr9	205	138	67	1
chr9	300	210	90	1
chr9	303	236	67	1
chr9	690	681	9	1
chr9	769	757	12	1
chr9	769	758	11	1
chr9	769	760	9	1
chr9	1191	1168	23	1
chr9	1194	1168	26	1
chr9	1194	1174	20	1
chr9	1208	1168	40	1
chr9	1218	1212	6	1
chr9	1254	1236	18	1
chr9	1321	1299	22	1
chr9	1536	1523	13	1
chr9	1537	1523	14	1
chr9	1539	1522	17	1
chr9	1539	1523	16	1
chr9	1539	1526	13	1
chr9	1540	1520	20	1
chr9	1540	1523	17	1
chr9	1540	1525	15	1
chr9	1541	1523	18	1
chr9	1543	1521	22	1
chr9	1543	1526	17	1
chr9	1544	1499	45	1
chr9	1544	1520	24	1
chr9	1544	1521	23	1
chr9	1544	1522	22	1
chr9	1544	1523	21	1
chr9	1615	1605	10	1
chr9	1947	1942	5	1
chr9	1990	1966	24	1
chr9	1991	1962	29	1
chr9	2507	2492	15	1
chr9	2508	2492	16	1
chr9	2555	2531	24	1
chr9	2863	2774	89	1
